,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
2749,Original Hummus,Organic Lemon,435,0.069298634,15362,2.447277281,18849,3.002781504,0.028316625,0.023078147,0.009430132
5688,Banana,Baby Seedless Cucumbers,323,0.051456227,101479,16.16633584,2119,0.337571967,0.003182925,0.152430392,0.009428877
6465,Bag of Organic Bananas,Plain Greek Yogurt,362,0.057669208,80947,12.89544031,2978,0.474416856,0.004472062,0.121558093,0.00942644
6355,Banana,1% Low Fat Milk,286,0.045561861,101479,16.16633584,1877,0.299019623,0.002818317,0.152370804,0.009425191
5733,Banana,Organic Beef Uncured Hot Dogs,401,0.063882189,101479,16.16633584,2632,0.419296563,0.003951556,0.152355623,0.009424252
3491,Organic Avocado,Organic Small Bunch Celery,823,0.13110983,37688,6.003969936,14546,2.317282601,0.02183719,0.056579128,0.00942362
2245,Organic Baby Carrots,Cucumber Kirby,519,0.082680439,16514,2.630799181,20935,3.335096333,0.031427879,0.02479102,0.00942338
2698,Organic Cucumber,Organic Blueberries,556,0.088574806,17325,2.759997324,21385,3.406784575,0.032092352,0.025999532,0.00942013
323,Organic Mint,Organic Baby Spinach,330,0.052571378,4263,0.679126614,51590,8.218658697,0.077410274,0.006396588,0.009418845
1434,Asparagus,Organic Red Bell Pepper,267,0.042535024,14265,2.272517277,12480,1.988153916,0.01871714,0.021394231,0.009414331
5934,Bag of Organic Bananas,Guacamole,463,0.073759236,80947,12.89544031,3814,0.607597679,0.005719792,0.121394861,0.009413782
2779,Organic Grape Tomatoes,Organic Lemon,516,0.082202518,18257,2.908471639,18849,3.002781504,0.028263132,0.027375458,0.009412317
5531,Bag of Organic Bananas,Organic Vegetable Broth,309,0.049225926,80947,12.89544031,2546,0.405596143,0.003817313,0.12136685,0.00941161
3394,Organic Garnet Sweet Potato (Yam),Organic Gala Apples,260,0.041419873,11049,1.760185306,15697,2.500645194,0.023531541,0.016563675,0.009410188
4731,Organic Hass Avocado,Grape White/Green Seedless,578,0.092079564,45829,7.30088989,8417,1.340888743,0.012612102,0.068670548,0.009405778
1255,Organic Whole Milk,Organic Avocado,1657,0.263972038,29348,4.675347847,37688,6.003969936,0.056460406,0.043966249,0.009403846
6356,Banana,Red Leaf Lettuce,283,0.045083939,101479,16.16633584,1862,0.296630015,0.002788754,0.151987111,0.009401457
2108,Organic Garnet Sweet Potato (Yam),Yellow Onions,262,0.041738488,11049,1.760185306,15834,2.522470281,0.023712553,0.016546672,0.009400528
2051,Apple Honeycrisp Organic,Asparagus,392,0.062448424,18350,2.923287209,14265,2.272517277,0.021362398,0.027479846,0.009400324
311,Organic Cilantro,Organic Baby Spinach,1148,0.182884671,14861,2.367464371,51590,8.218658697,0.077249176,0.022252374,0.009399244
6233,Bag of Organic Bananas,Whole Wheat Bread,274,0.043650174,80947,12.89544031,2261,0.36019359,0.003384931,0.121185316,0.009397532
2085,Organic Red Onion,Yellow Onions,342,0.054483064,14431,2.298962273,15834,2.522470281,0.023698981,0.021599091,0.009395148
346,Organic Romaine Lettuce,Organic Baby Spinach,584,0.093035408,7565,1.205159005,51590,8.218658697,0.077197621,0.011320023,0.009392971
5974,Banana,Macaroni & Cheese,559,0.089052727,101479,16.16633584,3682,0.586569128,0.005508529,0.151819663,0.009391099
2903,Hass Avocados,Organic Baby Carrots,262,0.041738488,10605,1.689452907,16514,2.630799181,0.024705328,0.015865326,0.009390807
3409,Raspberries,Seedless Red Grapes,332,0.052889992,12376,1.971585967,17932,2.856696797,0.026826115,0.018514388,0.009390606
6357,Banana,All Natural Marinara Sauce,274,0.043650174,101479,16.16633584,1805,0.287549505,0.002700066,0.151800554,0.009389917
1229,Seedless Red Grapes,Organic Fuji Apple,515,0.08204321,17932,2.856696797,19210,3.060291405,0.028719607,0.026808954,0.009384599
5046,Organic Avocado,"Clementines, Bag",487,0.077582609,37688,6.003969936,8644,1.377051479,0.012921885,0.056339658,0.009383734
5289,Organic Avocado,Whipped Cream Cheese,377,0.060058816,37688,6.003969936,6692,1.066083815,0.010003184,0.056335923,0.009383112
2884,Michigan Organic Kale,Original Hummus,332,0.052889992,14458,2.303263567,15362,2.447277281,0.022963065,0.021611769,0.009383107
6401,Bag of Organic Bananas,Organic Chicken Broth,290,0.046199089,80947,12.89544031,2397,0.38185937,0.003582591,0.120984564,0.009381965
6358,Banana,Hass Avocado,571,0.090964414,101479,16.16633584,3765,0.599791626,0.00562678,0.151660027,0.009381225
2714,Organic Granny Smith Apple,Organic Blueberries,401,0.063882189,12549,1.999146113,21385,3.406784575,0.031954737,0.018751461,0.009379735
620,Organic Unsweetened Vanilla Almond Milk,Organic Strawberries,295,0.046995625,3463,0.55168085,57010,9.082103747,0.085186255,0.005174531,0.009379573
3324,Organic Strawberries,Organic Baby Arugula,1327,0.211400661,57010,9.082103747,15579,2.481846944,0.023276618,0.085178766,0.009378748
2039,Organic Strawberries,Asparagus,1215,0.193558254,57010,9.082103747,14265,2.272517277,0.021312051,0.085173502,0.009378169
3197,Organic Fuji Apple,Organic Peeled Whole Baby Carrots,340,0.05416445,19210,3.060291405,11849,1.88763107,0.017699115,0.028694405,0.009376363
5363,Limes,Shredded Mild Cheddar Cheese,259,0.041260566,30149,4.802952918,5752,0.916335042,0.008590666,0.045027816,0.009375028
5608,Banana,Sour Cream,713,0.113586037,101479,16.16633584,4705,0.749540399,0.007026084,0.151540914,0.009373857
3628,Organic Baby Arugula,Organic Cucumber,403,0.064200804,15579,2.481846944,17325,2.759997324,0.025868156,0.023261183,0.009372529
1224,Half & Half,Organic Fuji Apple,421,0.067068333,14678,2.338311152,19210,3.060291405,0.028682382,0.021915669,0.009372435
6103,Banana,"Flat Parsley, Bunch",420,0.066909026,101479,16.16633584,2773,0.441758879,0.004138787,0.151460512,0.009368883
4124,Organic Strawberries,Organic Carrot Bunch,655,0.104346219,57010,9.082103747,7698,1.226346863,0.011489212,0.085087036,0.009368648
4032,Organic Hass Avocado,Organic Diced Tomatoes,329,0.05241207,45829,7.30088989,4811,0.766426962,0.007178861,0.068384951,0.00936666
3800,Bag of Organic Bananas,Baby Cucumbers,365,0.05814713,80947,12.89544031,3022,0.481426373,0.004509123,0.12078094,0.009366174
5752,Bag of Organic Bananas,Organic Yams,525,0.083636283,80947,12.89544031,4347,0.692508419,0.006485725,0.120772947,0.009365554
4508,Organic Garlic,Organic Kiwi,379,0.060377431,23678,3.772075996,10735,1.710162844,0.016006419,0.035305077,0.009359588
2623,Organic Unsweetened Almond Milk,Organic Raspberries,542,0.086344505,12465,1.985764308,29163,4.645876014,0.043481749,0.018585194,0.009359214
4146,Organic Strawberries,Organic Roma Tomato,535,0.085229355,57010,9.082103747,6297,1.003157469,0.009384319,0.084961093,0.009354781
4279,Organic Grape Tomatoes,Organic Lacinato (Dinosaur) Kale,252,0.040145416,18257,2.908471639,9263,1.475662638,0.013802925,0.027205009,0.009353713
3326,Organic Raspberries,Organic Baby Arugula,677,0.107850978,29163,4.645876014,15579,2.481846944,0.023214347,0.043455934,0.009353658
6110,Bag of Organic Bananas,Sliced Black Olives,282,0.044924632,80947,12.89544031,2338,0.372460245,0.003483761,0.120615911,0.009353377
4048,Large Lemon,Organic Russet Potato,342,0.054483064,32705,5.210142134,7018,1.118017963,0.010457117,0.048731832,0.009353264
3223,Sparkling Water Grapefruit,Organic Half & Half,394,0.062767039,16368,2.607540329,16164,2.575041659,0.024071359,0.024375155,0.009347949
6443,Bag of Organic Bananas,Organic Romaine Hearts,326,0.051934149,80947,12.89544031,2705,0.430925989,0.004027327,0.12051756,0.00934575
4096,Organic Gala Apples,Organic Italian Parsley Bunch,304,0.04842939,15697,2.500645194,13009,2.072427428,0.019366758,0.023368437,0.009344963
2999,Sparkling Water Grapefruit,Apple Honeycrisp Organic,447,0.071210321,16368,2.607540329,18350,2.923287209,0.027309384,0.024359673,0.009342012
2451,Organic Extra Firm Tofu,Large Lemon,307,0.048907312,6308,1.004909848,32705,5.210142134,0.048668358,0.009386944,0.009341081
600,Organic Large Grade AA Brown Eggs,Organic Strawberries,471,0.075033693,5552,0.884473601,57010,9.082103747,0.084834294,0.008261708,0.00934082
3968,Large Lemon,Organic Baby Broccoli,334,0.053208606,32705,5.210142134,6863,1.093325347,0.010212506,0.048666764,0.009340775
362,Organic Large Brown Grade AA Cage Free Eggs,Organic Baby Spinach,532,0.084751433,6930,1.103998929,51590,8.218658697,0.076767677,0.010312076,0.009340658
4717,Banana,Jalapeno Peppers,1376,0.219206714,101479,16.16633584,9115,1.452085172,0.013559456,0.150959956,0.00933792
1268,Limes,Organic Avocado,1690,0.269229176,30149,4.802952918,37688,6.003969936,0.056054927,0.044841859,0.00933631
6484,Bag of Organic Bananas,"Milk, Organic, Vitamin D",516,0.082202518,80947,12.89544031,4287,0.682949987,0.006374541,0.120363891,0.009333833
3436,Large Lemon,Seedless Red Grapes,872,0.138915883,32705,5.210142134,17932,2.856696797,0.02666259,0.048628151,0.009333364
5778,Bag of Organic Bananas,Cinnamon Rolls with Icing,310,0.049385233,80947,12.89544031,2576,0.41037536,0.003829666,0.120341615,0.009332106
4925,Large Lemon,Organic Granny Smith Apple,610,0.097177395,32705,5.210142134,12549,1.999146113,0.018651582,0.048609451,0.009329774
5338,Organic Strawberries,Organic Heavy Whipping Cream,446,0.071051013,57010,9.082103747,5264,0.838593126,0.007823189,0.084726444,0.009328945
4545,Limes,Shredded Parmesan,354,0.056394751,30149,4.802952918,7902,1.258845533,0.011741683,0.044798785,0.009327342
5005,Organic Strawberries,Red Raspberries,477,0.075989537,57010,9.082103747,5633,0.897377485,0.008366953,0.084679567,0.009323783
1323,Ground Turkey Breast,Organic Avocado,321,0.051137613,5736,0.913786127,37688,6.003969936,0.055962343,0.0085173,0.00932089
3958,Organic Whole Milk,Organic Baby Broccoli,299,0.047632854,29348,4.675347847,6863,1.093325347,0.010188088,0.043566953,0.009318441
359,Organic Gala Apples,Organic Baby Spinach,1202,0.19148726,15697,2.500645194,51590,8.218658697,0.076575142,0.023299089,0.009317231
1855,Unsweetened Almondmilk,Organic Garlic,373,0.059421587,10616,1.691205286,23678,3.772075996,0.035135644,0.01575302,0.00931467
3079,Organic Reduced Fat Milk,Organic Whole Milk,335,0.053367914,7693,1.225550327,29348,4.675347847,0.043546081,0.011414747,0.009313977
2987,Red Vine Tomato,Honeycrisp Apple,295,0.046995625,11519,1.835059692,17262,2.74996097,0.025609862,0.017089561,0.009312809
3768,Organic Gala Apples,Organic Cilantro,346,0.055120293,15697,2.500645194,14861,2.367464371,0.022042428,0.023282417,0.009310564
6360,Banana,Tomato Ketchup,411,0.065475261,101479,16.16633584,2731,0.435067976,0.004050099,0.150494324,0.009309118
824,Organic Fat Free Milk,Organic Hass Avocado,390,0.06212981,5740,0.914423356,45829,7.30088989,0.067944251,0.008509895,0.009306297
5703,Banana,Organic Cheese Frozen Pizza,457,0.072803393,101479,16.16633584,3039,0.484134595,0.004503395,0.150378414,0.009301948
4655,Organic Tomato Cluster,Michigan Organic Kale,296,0.047154933,13817,2.201147649,14458,2.303263567,0.021422885,0.020473094,0.0093011
4913,Carrots,Organic Granny Smith Apple,294,0.046836318,15813,2.51912483,12549,1.999146113,0.018592297,0.023428162,0.009300119
1538,Half & Half,Organic Grape Tomatoes,397,0.06324496,14678,2.338311152,18257,2.908471639,0.027047282,0.021745084,0.009299483
385,Organic Tomato Cluster,Organic Baby Spinach,1056,0.168228408,13817,2.201147649,51590,8.218658697,0.076427589,0.020469083,0.009299278
4379,Large Lemon,Organic D'Anjou Pears,514,0.081883903,32705,5.210142134,10609,1.690090136,0.015716251,0.04844943,0.009299061
6361,Banana,Italian Extra Virgin Olive Oil,392,0.062448424,101479,16.16633584,2608,0.41547319,0.003862868,0.150306748,0.009297515
1161,Fat Free Milk,Strawberries,278,0.044287403,6162,0.981650996,30470,4.854090531,0.045115222,0.009123728,0.009294269
6364,Banana,Organic Cinnamon Crunch Cereal,267,0.042535024,101479,16.16633584,1777,0.283088903,0.002631086,0.150253236,0.009294205
342,Organic Kiwi,Organic Baby Spinach,820,0.130631908,10735,1.710162844,51590,8.218658697,0.076385654,0.015894553,0.009294175
5230,Bag of Organic Bananas,Medium Cheddar Cheese Block,275,0.043809481,80947,12.89544031,2295,0.365610035,0.003397285,0.119825708,0.009292099
1433,Organic Blueberries,Organic Red Bell Pepper,395,0.062926346,21385,3.406784575,12480,1.988153916,0.018470891,0.031650641,0.009290473
2731,Unsweetened Almondmilk,Organic Blueberries,336,0.053527221,10616,1.691205286,21385,3.406784575,0.031650339,0.015711948,0.009290385
4782,Organic Zucchini,Red Vine Tomato,383,0.061014659,22466,3.578995664,11519,1.835059692,0.017047984,0.033249414,0.009290152
5301,Organic Hass Avocado,Total Greek Strained Yogurt,387,0.061651888,45829,7.30088989,5706,0.909006911,0.008444435,0.067823344,0.009289737
2617,Organic Reduced Fat Milk,Organic Raspberries,332,0.052889992,7693,1.225550327,29163,4.645876014,0.043156116,0.011384288,0.009289123
6366,Banana,Organic Whole Wheat Bread,355,0.056554058,101479,16.16633584,2364,0.376602232,0.003498261,0.150169205,0.009289007
3348,Banana,Organic Baby Arugula,2339,0.372619552,101479,16.16633584,15579,2.481846944,0.023049104,0.150138006,0.009287077
2350,Asparagus,Limes,636,0.101319382,14265,2.272517277,30149,4.802952918,0.044584648,0.021095227,0.009282758
3373,Carrots,Organic Gala Apples,367,0.058465744,15813,2.51912483,15697,2.500645194,0.023208752,0.023380264,0.009281106
6340,Bag of Organic Bananas,Sourdough Bread,408,0.06499734,80947,12.89544031,3409,0.543078261,0.005040335,0.119683192,0.009281047
6368,Banana,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,431,0.068661405,101479,16.16633584,2873,0.457689599,0.004247184,0.150017403,0.009279617
2962,Original Hummus,Honeycrisp Apple,392,0.062448424,15362,2.447277281,17262,2.74996097,0.025517511,0.02270884,0.009279227
5858,Banana,Marinara Sauce,633,0.100841461,101479,16.16633584,4220,0.672276404,0.006237744,0.15,0.00927854
4605,Organic Raspberries,Organic Romaine Lettuce,326,0.051934149,29163,4.645876014,7565,1.205159005,0.011178548,0.043093192,0.00927558
1827,Organic Bartlett Pear,Organic Garlic,286,0.045561861,8176,1.302495707,23678,3.772075996,0.034980431,0.012078723,0.009273522
6369,Banana,Organic Braeburn Apple,325,0.051774842,101479,16.16633584,2168,0.34537802,0.003202633,0.149907749,0.009272834
430,Organic Banana,Organic Baby Spinach,303,0.048270083,3977,0.633564754,51590,8.218658697,0.076188081,0.005873231,0.009270136
6523,Bag of Organic Bananas,Whole Milk Ricotta Cheese,263,0.041897795,80947,12.89544031,2201,0.350635158,0.003249039,0.11949114,0.009266154
2038,Organic Blackberries,Asparagus,280,0.044606017,13298,2.11846721,14265,2.272517277,0.021055798,0.019628461,0.009265407
5647,Bag of Organic Bananas,Seedless Small Watermelon,365,0.05814713,80947,12.89544031,3058,0.487161432,0.004509123,0.119359058,0.009255912
343,Boneless Skinless Chicken Breasts,Organic Baby Spinach,813,0.129516758,10691,1.703153327,51590,8.218658697,0.076045272,0.015758868,0.009252759
2573,Organic Large Extra Fancy Fuji Apple,Organic Blackberries,317,0.050500384,16173,2.576475424,13298,2.11846721,0.019600569,0.023838171,0.009252241
4810,Organic Zucchini,Extra Virgin Olive Oil,354,0.056394751,22466,3.578995664,10691,1.703153327,0.015757144,0.033111963,0.009251747
2049,Organic Gala Apples,Asparagus,330,0.052571378,15697,2.500645194,14265,2.272517277,0.021023125,0.023133544,0.00925103
1349,Organic Whole Milk,Total 2% with Strawberry Lowfat Greek Strained Yogurt,275,0.043809481,29348,4.675347847,6362,1.013512437,0.009370315,0.043225401,0.009245387
568,Whole Milk Plain Yogurt,Organic Strawberries,270,0.043012945,3216,0.512331971,57010,9.082103747,0.083955224,0.004736011,0.009244028
382,Banana,Organic Baby Spinach,7709,1.228099242,101479,16.16633584,51590,8.218658697,0.075966456,0.149428184,0.00924317
6371,Banana,Large Brown Eggs,368,0.058625051,101479,16.16633584,2463,0.392373645,0.003626366,0.149411287,0.009242124
4942,Organic Baby Carrots,Organic Granny Smith Apple,305,0.048588697,16514,2.630799181,12549,1.999146113,0.018469178,0.024304725,0.009238533
3575,Banana,Carrots,2359,0.375805696,101479,16.16633584,15813,2.51912483,0.023246189,0.149181054,0.009227883
2592,Organic Red Bell Pepper,Organic Raspberries,535,0.085229355,12480,1.988153916,29163,4.645876014,0.04286859,0.018345163,0.009227235
4895,Cucumber Kirby,Small Hass Avocado,320,0.050978306,20935,3.335096333,10400,1.65679493,0.015285407,0.030769231,0.00922589
6372,Banana,Cage Free Large White Eggs,323,0.051456227,101479,16.16633584,2166,0.345059406,0.003182925,0.149122807,0.00922428
2208,Yellow Onions,Cucumber Kirby,487,0.077582609,15834,2.522470281,20935,3.335096333,0.0307566,0.023262479,0.009222102
1573,Original Hummus,Organic Zucchini,507,0.080768753,15362,2.447277281,22466,3.578995664,0.033003515,0.022567435,0.009221446
2191,Strawberries,Cucumber Kirby,937,0.149270851,30470,4.854090531,20935,3.335096333,0.030751559,0.044757583,0.009220591
2569,Organic Hass Avocado,Organic Blackberries,895,0.142579948,45829,7.30088989,13298,2.11846721,0.019529119,0.067303354,0.009218514
5295,Organic Baby Spinach,Whipped Cream Cheese,507,0.080768753,51590,8.218658697,6692,1.066083815,0.009827486,0.075762104,0.009218305
1496,Organic Ginger Root,Organic Grape Tomatoes,304,0.04842939,11339,1.806384396,18257,2.908471639,0.026810124,0.016651148,0.009217943
366,Organic Grape Tomatoes,Organic Baby Spinach,1383,0.220321864,18257,2.908471639,51590,8.218658697,0.075751766,0.026807521,0.009217047
1156,Green Beans,Strawberries,276,0.043968789,6172,0.983244068,30470,4.854090531,0.044718082,0.00905809,0.009212453
3321,Yellow Onions,Organic Baby Arugula,362,0.057669208,15834,2.522470281,15579,2.481846944,0.022862195,0.023236408,0.009211767
427,Italian Sparkling Mineral Water,Organic Baby Spinach,493,0.078538452,6512,1.037408518,51590,8.218658697,0.075706388,0.009556116,0.009211526
5205,Organic Baby Spinach,Fresh Ginger Root,391,0.062289117,51590,8.218658697,5165,0.822821713,0.007578988,0.075701839,0.009210973
3654,Spring Water,Organic Cucumber,293,0.046677011,11533,1.837289993,17325,2.759997324,0.025405359,0.016911977,0.009204849
6373,Banana,Natural Premium Coconut Water,380,0.060536738,101479,16.16633584,2555,0.407029908,0.003744617,0.148727984,0.009199857
3390,Organic Grape Tomatoes,Organic Gala Apples,420,0.066909026,18257,2.908471639,15697,2.500645194,0.023004875,0.026756705,0.009199576
6198,Bag of Organic Bananas,Raspberry Preserves,256,0.040782644,80947,12.89544031,2158,0.343784948,0.003162563,0.11862836,0.009199248
5297,Limes,Total Greek Strained Yogurt,252,0.040145416,30149,4.802952918,5706,0.909006911,0.008358486,0.044164038,0.009195184
265,Banana,Nonfat Icelandic Style Strawberry Yogurt,338,0.053845835,101479,16.16633584,2274,0.362264584,0.003330738,0.148636763,0.009194215
310,Organic Italian Parsley Bunch,Organic Baby Spinach,983,0.156598982,13009,2.072427428,51590,8.218658697,0.075563072,0.01905408,0.009194088
4471,Carrots,Organic Tomato Cluster,320,0.050978306,15813,2.51912483,13817,2.201147649,0.020236514,0.023159876,0.00919362
785,Organic Granny Smith Apple,Organic Hass Avocado,842,0.134136666,12549,1.999146113,45829,7.30088989,0.06709698,0.018372646,0.009190247
617,100% Raw Coconut Water,Organic Strawberries,661,0.105302062,7920,1.261713062,57010,9.082103747,0.083459596,0.011594457,0.009189456
4687,Organic Baby Spinach,Organic Navel Orange,694,0.1105592,51590,8.218658697,9190,1.464033212,0.013452219,0.075516866,0.009188466
5282,Banana,Organic Beef Hot Dogs,551,0.08777827,101479,16.16633584,3710,0.59102973,0.005429695,0.14851752,0.009186839
1455,Organic Strawberries,Green Bell Pepper,985,0.156917597,57010,9.082103747,11807,1.880940167,0.017277671,0.083425087,0.009185657
2152,Organic Whole String Cheese,Organic Red Onion,272,0.04333156,12884,2.052514027,14431,2.298962273,0.021111456,0.018848313,0.009183037
4648,Organic Large Extra Fancy Fuji Apple,Michigan Organic Kale,342,0.054483064,16173,2.576475424,14458,2.303263567,0.021146355,0.023654724,0.00918104
3035,Michigan Organic Kale,Apple Honeycrisp Organic,388,0.061811195,14458,2.303263567,18350,2.923287209,0.026836354,0.021144414,0.009180197
1984,Apple Honeycrisp Organic,Red Peppers,319,0.050818998,18350,2.923287209,11889,1.894003358,0.017384196,0.026831525,0.009178546
3274,Cucumber Kirby,Fresh Cauliflower,471,0.075033693,20935,3.335096333,15387,2.451259961,0.022498209,0.030610255,0.009178222
6245,Bag of Organic Bananas,Green Tea With Ginseng and Honey,285,0.045402553,80947,12.89544031,2408,0.383611749,0.003520822,0.118355482,0.009178088
3051,Small Hass Avocado,Apple Honeycrisp Organic,279,0.04444671,10400,1.65679493,18350,2.923287209,0.026826923,0.01520436,0.009176971
720,Organic Bell Pepper,Organic Hass Avocado,340,0.05416445,5076,0.808643372,45829,7.30088989,0.066981875,0.007418883,0.009174481
5494,Banana,Organic Reduced Fat Milk,1141,0.181769521,101479,16.16633584,7693,1.225550327,0.011243706,0.148316652,0.009174414
5330,Organic Baby Spinach,Organic Sour Cream,424,0.067546255,51590,8.218658697,5626,0.896262334,0.008218647,0.07536438,0.009169912
463,Shredded Mozzarella,Organic Baby Spinach,347,0.0552796,4607,0.733928293,51590,8.218658697,0.075320165,0.00672611,0.009164533
637,Organic Baby Spinach Salad,Organic Strawberries,314,0.050022462,3773,0.601066084,57010,9.082103747,0.0832229,0.005507806,0.009163395
6374,Banana,Tomato Sauce,421,0.067068333,101479,16.16633584,2842,0.452751076,0.004148642,0.148135116,0.009163184
3233,Organic Whole String Cheese,Organic Half & Half,304,0.04842939,12884,2.052514027,16164,2.575041659,0.023595157,0.018807226,0.009163019
456,Organic Shredded Mozzarella,Organic Baby Spinach,297,0.04731424,3944,0.628307616,51590,8.218658697,0.07530426,0.00575693,0.009162597
4660,Asparagus,Michigan Organic Kale,301,0.047951469,14265,2.272517277,14458,2.303263567,0.021100596,0.020818924,0.009161173
5065,Organic Baby Spinach,Cantaloupe,390,0.06212981,51590,8.218658697,5180,0.825211321,0.007559605,0.075289575,0.009160811
3578,Bag of Organic Bananas,Carrots,1868,0.297585859,80947,12.89544031,15813,2.51912483,0.023076828,0.118130652,0.009160653
4654,Banana,Michigan Organic Kale,2141,0.341076726,101479,16.16633584,14458,2.303263567,0.021097961,0.148084106,0.009160029
2699,Organic Whole String Cheese,Organic Blueberries,402,0.064041496,12884,2.052514027,21385,3.406784575,0.03120149,0.018798223,0.009158633
5211,Bag of Organic Bananas,Sea Salt Pita Chips,429,0.068342791,80947,12.89544031,3633,0.578763075,0.005299764,0.118084228,0.009157053
2263,Organic Zucchini,Limes,988,0.157395518,22466,3.578995664,30149,4.802952918,0.043977566,0.032770573,0.00915636
5671,Banana,Organic Snipped Green Beans,565,0.090008571,101479,16.16633584,3817,0.608075601,0.005567654,0.148022007,0.009156188
3998,Organic Strawberries,Organic Celery Hearts,429,0.068342791,57010,9.082103747,5160,0.822025177,0.007524996,0.083139535,0.009154215
6010,Bag of Organic Bananas,Organic Egg Whites,500,0.079653602,80947,12.89544031,4236,0.67482532,0.006176881,0.118035883,0.009153304
6376,Banana,Organic Cannellini Beans,254,0.04046403,101479,16.16633584,1717,0.273530471,0.002502981,0.14793244,0.009150647
2902,Sparkling Water Grapefruit,Organic Baby Carrots,394,0.062767039,16368,2.607540329,16514,2.630799181,0.024071359,0.023858544,0.009149828
6027,Organic Hass Avocado,Unsalted Pure Irish Butter,287,0.045721168,45829,7.30088989,4297,0.684543059,0.00626241,0.066790784,0.009148307
1041,Bag of Organic Bananas,0% Greek Strained Yogurt,318,0.050659691,80947,12.89544031,2696,0.429492224,0.003928496,0.117952522,0.009146839
5525,Banana,Organic Tomato Paste,559,0.089052727,101479,16.16633584,3781,0.602340541,0.005508529,0.147844486,0.009145207
4969,Organic Raspberries,Unsweetened Almondmilk,451,0.071847549,29163,4.645876014,10616,1.691205286,0.015464801,0.042483044,0.009144248
6069,Organic Raspberries,Sparkling Natural Mineral Water,376,0.059899509,29163,4.645876014,8851,1.41002807,0.012893049,0.042481076,0.009143825
6377,Banana,2% Reduced Fat Organic Milk,516,0.082202518,101479,16.16633584,3492,0.556300759,0.005084796,0.147766323,0.009140372
3828,Organic Avocado,Blueberries,666,0.106098598,37688,6.003969936,12136,1.933352238,0.017671407,0.054878049,0.009140294
2407,Carrots,Large Lemon,753,0.119958325,15813,2.51912483,32705,5.210142134,0.047619048,0.023024002,0.009139683
287,Trilogy Kombucha Drink,Organic Baby Spinach,277,0.044128096,3688,0.587524971,51590,8.218658697,0.07510846,0.005369258,0.009138773
5549,Banana,Organic Romaine,766,0.122029319,101479,16.16633584,5185,0.826007857,0.00754836,0.147733848,0.009138363
4975,Bag of Organic Bananas,Unsweetened Almondmilk,1251,0.199293313,80947,12.89544031,10616,1.691205286,0.015454557,0.117840995,0.009138191
1809,Organic Gala Apples,Organic Garlic,541,0.086185198,15697,2.500645194,23678,3.772075996,0.034465184,0.022848214,0.009136927
1595,Organic Strawberries,Organic Zucchini,1863,0.296789323,57010,9.082103747,22466,3.578995664,0.032678477,0.082925309,0.009130628
2432,Organic Basil,Large Lemon,271,0.043172253,5697,0.907573146,32705,5.210142134,0.047568896,0.008286195,0.009130057
4100,Organic Large Extra Fancy Fuji Apple,Organic Italian Parsley Bunch,306,0.048748005,16173,2.576475424,13009,2.072427428,0.018920423,0.023522177,0.009129595
1123,Organic Avocado,Strawberries,1670,0.266043032,37688,6.003969936,30470,4.854090531,0.044311187,0.054808008,0.009128628
669,Organic American Cheese Singles,Organic Strawberries,320,0.050978306,3860,0.614925811,57010,9.082103747,0.082901554,0.00561305,0.009128012
348,Organic Celery Hearts,Organic Baby Spinach,387,0.061651888,5160,0.822025177,51590,8.218658697,0.075,0.007501454,0.009125577
5432,Organic Strawberries,Organic Grade A Free Range Large Brown Eggs,709,0.112948808,57010,9.082103747,8555,1.362873137,0.012436415,0.082875511,0.009125145
4960,Organic Large Extra Fancy Fuji Apple,Organic Unsweetened Almond Milk,293,0.046677011,16173,2.576475424,12465,1.985764308,0.018116614,0.023505816,0.009123245
2626,Organic Broccoli,Organic Raspberries,357,0.056872672,8424,1.342003893,29163,4.645876014,0.042378917,0.012241539,0.009121836
2555,Organic Whole Milk,Organic Blackberries,567,0.090327185,29348,4.675347847,13298,2.11846721,0.019319886,0.042637991,0.009119747
1672,Garlic,Organic Yellow Onion,280,0.044606017,7943,1.265377128,24267,3.86590794,0.035251165,0.011538303,0.00911847
6378,Banana,Organic Short Grain Brown Rice,260,0.041419873,101479,16.16633584,1764,0.281017909,0.002562106,0.14739229,0.009117235
459,Organic Snipped Green Beans,Organic Baby Spinach,286,0.045561861,3817,0.608075601,51590,8.218658697,0.074927954,0.00554371,0.00911681
3665,Organic Yellow Onion,Organic Large Extra Fancy Fuji Apple,570,0.090805107,24267,3.86590794,16173,2.576475424,0.023488688,0.035243925,0.009116597
5949,Organic Strawberries,Organic Spring Mix Salad,383,0.061014659,57010,9.082103747,4626,0.73695513,0.00671812,0.08279291,0.00911605
724,Frozen Organic Wild Blueberries,Organic Hass Avocado,436,0.069457941,6551,1.043621499,45829,7.30088989,0.066554724,0.009513627,0.009115974
341,Organic Strawberries,Organic Baby Spinach,4271,0.680401072,57010,9.082103747,51590,8.218658697,0.074916681,0.082787362,0.009115439
3442,Organic Large Extra Fancy Fuji Apple,Seedless Red Grapes,421,0.067068333,16173,2.576475424,17932,2.856696797,0.026031039,0.023477582,0.009112286
